63.497,237.24
63.566,2164
63.635,9474.8
63.704,28470
63.773,65714
63.842,1.272e+05
63.911,2.1318e+05
63.98,3.1618e+05
64.049,4.2011e+05
64.118,5.0905e+05
64.187,5.675e+05
64.256,5.8938e+05
64.326,5.7752e+05
64.395,5.4079e+05
64.464,4.921e+05
64.534,4.4162e+05
64.603,3.9467e+05
64.673,3.5407e+05
64.742,3.1951e+05
64.812,2.9013e+05
64.881,2.6509e+05
64.951,2.4346e+05
65.021,2.2529e+05
65.09,2.0867e+05
65.16,1.9379e+05
65.23,1.8014e+05
65.3,1.6778e+05
65.37,1.5649e+05
65.439,1.4592e+05
65.509,1.363e+05
65.579,1.2749e+05
65.649,1.1929e+05
65.719,1.1145e+05
65.789,1.0402e+05
65.859,96998
65.93,90326
66,84394
66.07,79047
66.14,73955
66.211,69243
66.281,64886
66.351,60893
66.422,57203
66.492,53857
66.563,50637
66.633,47614
66.704,44616
66.774,41846
66.845,39220
66.916,36800
66.986,34667
67.057,33134
67.128,31221
67.199,29370
67.269,27591
67.34,25791
67.411,24239
67.482,22775
67.553,21406
67.624,20272
67.695,19033
67.766,17936
67.838,16880
67.909,15927
67.98,15106
68.051,11600
68.123,11032
68.194,10457
68.265,9913.9
68.337,9425.2
68.408,8946.4
68.48,8483
68.551,8054.5
68.623,7660.2
68.694,7260.2
68.766,6923.3
68.838,6640.9
68.909,6340.3
68.981,6074.9
69.053,5581.2
69.125,5291.8
69.197,4991.2
69.268,4725.5
69.34,4529
69.412,4373.6
69.484,4226.3
69.556,4090.7
69.629,3967
69.701,3833.9
69.773,3677.8
69.845,3519.8
69.917,3365.4
69.99,3229.9
70.062,2951.7
70.134,2828.6
70.207,2740.9
70.279,2655.6
70.351,2574.5
70.424,2486
70.496,2371.7
