0.4,0.166667,0.0,0.0
0.4,0.5,0.0,0.0
0.4,0.833333,3.92105,0.494006
0.4,1.16667,45.9945,1.69194
0.4,1.5,200.409,3.53175
0.4,1.83333,480.048,5.46605
0.4,2.16667,853.108,7.28673
0.4,2.5,1327.18,9.08858
0.4,2.83333,1805.3,10.6
0.4,3.16667,2309.87,11.9901
0.4,3.5,2813.88,13.2338
0.4,3.83333,3312.29,14.358
0.4,4.16667,3681.61,15.1374
0.4,4.5,3757.61,15.2928
0.4,4.83333,3671.41,15.1164
0.4,5.16667,3366.5,14.475
0.4,5.5,2938.61,13.5239
0.4,5.83333,2492.54,12.4552
0.4,6.16667,2073.11,11.3591
0.4,6.5,1652.69,10.1421
0.4,6.83333,1315.67,9.04907
0.4,7.16667,1039.08,8.04183
0.4,7.5,796.533,7.04097
0.4,7.83333,620.397,6.21392
0.4,8.16667,478.181,5.4554
0.4,8.5,349.782,4.66584
0.4,8.83333,282.502,4.19316
0.4,9.16667,220.263,3.70256
0.4,9.5,167.174,3.22563
0.4,9.83333,142.278,2.97577
0.4,10.1667,119.187,2.72362
0.4,10.5,87.5701,2.33458
0.4,10.8333,82.4042,2.26467
0.4,11.1667,66.2221,2.03017
0.4,11.5,56.5751,1.87648
0.4,11.8333,50.1645,1.76697
0.4,12.1667,39.7084,1.57207
0.4,12.5,41.0776,1.59894
0.4,12.8333,30.0614,1.36784
0.4,13.1667,28.5054,1.33197
0.4,13.5,23.3396,1.20525
0.4,13.8333,24.0864,1.22438
0.4,14.1667,19.9164,1.11336
0.4,14.5,18.7339,1.0798
0.4,14.8333,19.1696,1.09229
0.4,15.1667,17.3024,1.03773
0.4,15.5,15.4975,0.982112
0.4,15.8333,14.1905,0.939786
0.4,16.1667,15.3108,0.976178
0.4,16.5,13.1946,0.906211
0.4,16.8333,11.7631,0.855643
0.4,17.1667,11.3275,0.839648
0.4,17.5,10.4561,0.806708
0.4,17.8333,10.5806,0.811495
0.4,18.1667,11.9499,0.862407
0.4,18.5,13.3814,0.912601
0.4,18.8333,12.1988,0.871344
0.4,19.1667,10.0205,0.789722
0.4,19.5,7.28195,0.673216
0.4,19.8333,7.03299,0.661608
0.4,20.1667,6.90851,0.655727
0.4,20.5,4.97911,0.556681
0.4,20.8333,5.85045,0.603428
0.4,21.1667,4.66791,0.539004
0.4,21.5,4.17,0.509447
0.4,21.8333,4.35672,0.520728
0.4,22.1667,4.29448,0.516995
0.4,22.5,3.60985,0.473997
0.4,22.8333,3.48538,0.465753
0.4,23.1667,3.73433,0.4821
0.4,23.5,3.11194,0.440095
0.4,23.8333,2.80075,0.417511
0.4,24.1667,3.92105,0.494006
0.4,24.5,3.42314,0.461576
0.4,24.8333,3.67209,0.478066
0.4,25.1667,3.48538,0.465753
0.4,25.5,3.42314,0.461576
0.4,25.8333,2.98746,0.431203
0.4,26.1667,3.0497,0.435672
0.4,26.5,2.11612,0.362912
0.4,26.8333,2.61403,0.403354
0.4,27.1667,1.80493,0.335166
0.4,27.5,3.48538,0.465753
0.4,27.8333,1.9294,0.346531
0.4,28.1667,1.61821,0.317357
0.4,28.5,1.36925,0.291926
0.4,28.8333,1.74269,0.329337
0.4,29.1667,1.24478,0.278341
0.4,29.5,2.11612,0.362912
0.4,29.8333,1.61821,0.317357
0.4,30.1667,1.36925,0.291926
0.4,30.5,1.61821,0.317357
0.4,30.8333,1.30702,0.285214
0.4,31.1667,0.746866,0.215602
0.4,31.5,1.05806,0.256617
0.4,31.8333,1.49373,0.304907
0.4,32.1667,1.36925,0.291926
0.4,32.5,0.684627,0.206423
0.4,32.8333,0.933583,0.24105
0.4,33.1667,0.56015,0.186717
0.4,33.5,0.622388,0.196817
0.4,33.8333,0.622388,0.196817
0.4,34.1667,0.435672,0.164669
0.4,34.5,1.05806,0.256617
0.4,34.8333,0.809105,0.224405
0.4,35.1667,0.933583,0.24105
0.4,35.5,0.809105,0.224405
0.4,35.8333,0.871344,0.232876
0.4,36.1667,0.684627,0.206423
0.4,36.5,0.497911,0.176038
0.4,36.8333,0.622388,0.196817
0.4,37.1667,0.622388,0.196817
0.4,37.5,0.311194,0.13917
0.4,37.8333,0.497911,0.176038
0.4,38.1667,0.622388,0.196817
0.4,38.5,0.373433,0.152453
0.4,38.8333,0.684627,0.206423
0.4,39.1667,0.248955,0.124478
0.4,39.5,0.56015,0.186717
0.4,39.8333,0.497911,0.176038
0.4,40.1667,0.622388,0.196817
0.4,40.5,0.497911,0.176038
0.4,40.8333,0.809105,0.224405
0.4,41.1667,0.995822,0.248955
0.4,41.5,0.56015,0.186717
0.4,41.8333,0.622388,0.196817
0.4,42.1667,0.809105,0.224405
0.4,42.5,0.248955,0.124478
0.4,42.8333,0.373433,0.152453
0.4,43.1667,0.684627,0.206423
0.4,43.5,0.186717,0.107801
0.4,43.8333,0.186717,0.107801
0.4,44.1667,0.311194,0.13917
0.4,44.5,0.435672,0.164669
0.4,44.8333,0.435672,0.164669
0.4,45.1667,0.248955,0.124478
0.4,45.5,0.435672,0.164669
0.4,45.8333,0.248955,0.124478
0.4,46.1667,0.684627,0.206423
0.4,46.5,0.435672,0.164669
0.4,46.8333,0.373433,0.152453
0.4,47.1667,0.248955,0.124478
0.4,47.5,0.373433,0.152453
0.4,47.8333,0.186717,0.107801
0.4,48.1667,0.124478,0.088019
0.4,48.5,0.186717,0.107801
0.4,48.8333,0.311194,0.13917
0.4,49.1667,0.248955,0.124478
0.4,49.5,0.248955,0.124478
0.4,49.8333,0.0622388,0.0622388
0.5,0.433333,0.0,0.0
0.5,1.3,128.385,3.35425
0.5,2.16667,1345.89,10.8603
0.5,3.03333,3994.92,18.7108
0.5,3.9,7250.02,25.2062
0.5,4.76667,10331.3,30.0896
0.5,5.63333,11201.6,31.3312
0.5,6.5,9294.1,28.5392
0.5,7.36667,6532.56,23.9265
0.5,8.23333,4090.62,18.9336
0.5,9.1,2466.48,14.702
0.5,9.96667,1442.56,11.2436
0.5,10.8333,824.818,8.50193
0.5,11.7,505.039,6.65274
0.5,12.5667,302.603,5.14961
0.5,13.4333,216.545,4.35625
0.5,14.3,150.732,3.63447
0.5,15.1667,109.281,3.09464
0.5,16.0333,85.7944,2.742
0.5,16.9,72.2987,2.51712
0.5,17.7667,64.061,2.36938
0.5,18.6333,52.8438,2.15196
0.5,19.5,50.1271,2.09592
0.5,20.3667,45.9206,2.00605
0.5,21.2333,46.4464,2.0175
0.5,22.1,77.8197,2.61146
0.5,22.9667,21.0323,1.35763
0.5,23.8333,28.6566,1.58471
0.5,24.7,29.9711,1.62065
0.5,25.5667,17.7022,1.24552
0.5,26.4333,17.4393,1.23624
0.5,27.3,18.8415,1.28498
0.5,28.1667,15.1608,1.15266
0.5,29.0333,13.3205,1.08043
0.5,29.9,13.7587,1.09806
0.5,30.7667,9.63982,0.919121
0.5,31.6333,11.8307,1.01822
0.5,32.5,7.79949,0.826745
0.5,33.3667,7.36132,0.803186
0.5,34.2333,7.18605,0.793566
0.5,35.1,5.60862,0.701078
0.5,35.9667,6.48497,0.753863
0.5,36.8333,5.52099,0.695579
0.5,37.7,5.52099,0.695579
0.5,38.5667,4.46937,0.625837
0.5,39.4333,4.90755,0.655798
0.5,40.3,3.94356,0.587872
0.5,41.1667,4.46937,0.625837
0.5,42.0333,4.73228,0.643981
0.5,42.9,3.68066,0.567938
0.5,43.7667,4.2941,0.613443
0.5,44.6333,3.06722,0.518454
0.5,45.5,3.33012,0.540217
0.5,46.3667,2.19087,0.438174
0.5,47.2333,1.7527,0.391915
0.5,48.1,1.40216,0.350539
0.5,48.9667,3.15485,0.525809
0.5,49.8333,1.92796,0.411043
0.5,50.7,1.84033,0.401593
0.5,51.5667,1.66506,0.381991
0.5,52.4333,1.84033,0.401593
0.5,53.3,2.2785,0.446851
0.5,54.1667,2.0156,0.420282
0.5,55.0333,0.701078,0.247869
0.5,55.9,1.05162,0.303576
0.5,56.7667,0.876348,0.277125
0.5,57.6333,1.22689,0.327899
0.5,58.5,0.613443,0.23186
0.5,59.3667,1.22689,0.327899
0.5,60.2333,0.525809,0.21466
0.5,61.1,1.22689,0.327899
0.5,61.9667,0.788713,0.262904
0.5,62.8333,0.788713,0.262904
0.5,63.7,0.788713,0.262904
0.5,64.5667,1.22689,0.327899
0.5,65.4333,0.788713,0.262904
0.5,66.3,0.876348,0.277125
0.5,67.1667,0.613443,0.23186
0.5,68.0333,0.701078,0.247869
0.5,68.9,0.350539,0.17527
0.5,69.7667,0.701078,0.247869
0.5,70.6333,0.525809,0.21466
0.5,71.5,0.788713,0.262904
0.5,72.3667,0.17527,0.123934
0.5,73.2333,0.438174,0.195957
0.5,74.1,0.262904,0.151788
0.5,74.9667,0.438174,0.195957
0.5,75.8333,0.525809,0.21466
0.5,76.7,1.13925,0.315972
0.5,77.5667,0.613443,0.23186
0.5,78.4333,0.701078,0.247869
0.5,79.3,0.17527,0.123934
0.5,80.1667,0.350539,0.17527
0.5,81.0333,0.613443,0.23186
0.5,81.9,0.0876348,0.0876348
0.5,82.7667,0.350539,0.17527
0.5,83.6333,0.262904,0.151788
0.5,84.5,0.17527,0.123934
0.5,85.3667,0.262904,0.151788
0.5,86.2333,0.350539,0.17527
0.5,87.1,0.262904,0.151788
0.5,87.9667,0.350539,0.17527
0.5,88.8333,0.0,0.0
0.5,89.7,0.0876348,0.0876348
0.5,90.5667,0.17527,0.123934
0.5,91.4333,0.0876348,0.0876348
0.5,92.3,0.262904,0.151788
0.5,93.1667,0.17527,0.123934
0.5,94.0333,0.262904,0.151788
