690.5,0.0
691.5,0.0
692.5,0.0
693.5,0.0
694.5,0.0
695.5,0.0
696.5,0.00959446
697.5,0.0498202
698.5,0.0502874
699.5,0.0618218
700.5,0.0646619
701.5,0.0703157
702.5,0.0730677
703.5,0.0906993
704.5,0.087314
705.5,0.0875779
706.5,0.0829494
707.5,0.1019736
708.5,0.099195
709.5,0.1318764
710.5,0.1287824
711.5,0.1677975
712.5,0.1519447
713.5,0.1561273
714.5,0.158706
715.5,0.1942884
716.5,0.221656
717.5,0.224684
718.5,0.228747
719.5,0.279392
720.5,0.325584
721.5,0.317588
722.5,0.323353
723.5,0.349064
724.5,0.409399
725.5,0.441795
726.5,0.43953
727.5,0.501673
728.5,0.536758
729.5,0.584658
730.5,0.681758
731.5,0.726975
732.5,0.791233
733.5,0.859079
734.5,0.970001
735.5,1.06996
736.5,1.208712
737.5,1.427098
738.5,1.701411
739.5,2.038591
740.5,2.4112
741.5,2.89032
742.5,3.42452
743.5,3.94967
744.5,4.47382
745.5,4.97916
746.5,5.5046
747.5,5.8281
748.5,5.97615
749.5,5.92654
750.5,5.72039
751.5,5.41015
752.5,5.09236
753.5,4.67375
754.5,4.21476
755.5,3.51708
756.5,3.14699
757.5,2.59938
758.5,2.39633
759.5,2.1537
760.5,1.999563
761.5,1.841786
762.5,1.893622
763.5,1.789464
764.5,1.787804
765.5,1.722671
766.5,1.722771
767.5,1.631976
768.5,1.600782
769.5,1.569736
770.5,1.466723
771.5,1.40165
772.5,1.320148
773.5,1.197951
774.5,1.100068
775.5,1.021753
776.5,0.917879
777.5,0.865965
778.5,0.716762
779.5,0.670236
780.5,0.599152
781.5,0.527759
782.5,0.461069
783.5,0.396789
784.5,0.326502
785.5,0.2804
786.5,0.2272532
787.5,0.1862354
788.5,0.1639756
789.5,0.1428209
790.5,0.1299819
791.5,0.1212047
792.5,0.111107
793.5,0.103299
794.5,0.1048412
795.5,0.0903011
796.5,0.0792377
797.5,0.0820506
798.5,0.0896237
799.5,0.0830248
800.5,0.081768
801.5,0.0660551
802.5,0.0588944
803.5,0.0662617
804.5,0.0747406
805.5,0.0675184
806.5,0.066845
807.5,0.0589483
808.5,0.0617664
809.5,0.0475595
810.5,0.0549474
811.5,0.0556513
812.5,0.0679915
813.5,0.0586665
814.5,0.0548042
815.5,0.0555532
816.5,0.0774359
817.5,0.0658947
818.5,0.0580529
819.5,0.0650533
820.5,0.0606683
821.5,0.061734
822.5,0.0616566
823.5,0.0614408
824.5,0.0666359
825.5,0.0569261
826.5,0.05823
827.5,0.0649386
828.5,0.0699788
829.5,0.06293
830.5,0.0611354
831.5,0.0625457
832.5,0.061205
833.5,0.067153
834.5,0.0696071
835.5,0.066878
836.5,0.0794603
837.5,0.0803513
838.5,0.0636641
839.5,0.0733635
840.5,0.0996905
841.5,0.0976739
842.5,0.0957662
843.5,0.1089215
844.5,0.0939061
845.5,0.126132
846.5,0.1128008
847.5,0.1154497
848.5,0.1123553
849.5,0.1106694
850.5,0.0929018
851.5,0.0877419
852.5,0.0795027
853.5,0.0924388
854.5,0.0919789
855.5,0.0765966
856.5,0.0830718
857.5,0.0839691
858.5,0.0613781
859.5,0.0588279
860.5,0.0547634
861.5,0.0407527
862.5,0.0358309
863.5,0.042652
864.5,0.0426667
865.5,0.0455997
866.5,0.0444643
867.5,0.0443747
868.5,0.0420843
869.5,0.033798
870.5,0.0294289
871.5,0.0313936
872.5,0.0354756
873.5,0.0279172
874.5,0.0371182
875.5,0.0471093
876.5,0.0347171
877.5,0.0275799
878.5,0.0310745
879.5,0.0265048
880.5,0.0414169
881.5,0.038468
882.5,0.042182
883.5,0.0338576
884.5,0.02516928
885.5,0.0266312
886.5,0.0314421
