 Conv_Time    Conv_tLength   Completed    Saved_Time   Save_tLength  
     2008.0       9.6266   69.2640692641       2012.0       4.5592  
     2022.0       9.7429   69.696969697       2027.0       4.6124  
     2036.0       9.7089   70.1298701299       2041.0       4.6105  
     2051.0       9.7824   70.5627705628       2056.0       4.7428  
     2065.0       9.7171   70.9956709957       2070.0       4.5627  
     2080.0       9.6752   71.4285714286       2084.0       4.5783  
     2132.0      47.4219   71.8614718615       2136.0       4.8134  
     2146.0       9.8505   72.2943722944       2151.0       4.8508  
     2161.0       9.5749   72.7272727273       2166.0       4.8121  
     2175.0       9.7134   73.1601731602       2180.0        4.895  
     2190.0       9.4795   73.5930735931       2195.0       5.0156  
     2205.0      10.5247   74.025974026       2210.0       4.7786  
     2220.0        9.827   74.4588744589       2225.0       4.7452  
     2234.0       9.5318   74.8917748918       2239.0       4.5189  
     2248.0       9.5224   75.3246753247       2253.0       4.6023  
     2262.0       9.5505   75.7575757576       2267.0       4.6615  
     2277.0       9.4696   76.1904761905       2281.0        4.005  
     2288.0       7.5942   76.6233766234       2292.0       3.9075  
     2300.0       8.4565   77.0562770563       2304.0       3.9991  
     2313.0       8.3304   77.4891774892       2317.0       4.1315  
     2325.0       8.2205   77.9220779221       2329.0       4.0063  
     2337.0       7.7917   78.354978355       2341.0        3.802  
     2348.0       7.4367   78.7878787879       2352.0       3.7096  
     2360.0       7.6385   79.2207792208       2363.0       3.7317  
     2371.0       7.4465   79.6536796537       2375.0       3.7381  
     2382.0       7.5654   80.0865800866       2386.0       4.2026  
     2394.0       7.5419   80.5194805195       2398.0       3.7681  
     2405.0       7.5402   80.9523809524       2409.0       3.7775  
     2417.0       8.1674   81.3852813853       2421.0       3.9596  
     2431.0      10.3065   81.8181818182       2435.0       3.9841  
     2444.0        8.814   82.2510822511       2453.0       9.1967  
     2472.0      18.9233   82.683982684       2477.0        4.303  
     2486.0       9.0321   83.1168831169       2490.0       4.3212  
     2499.0       9.0277   83.5497835498       2503.0       4.3719  
     2513.0        9.195   83.9826839827       2518.0       4.8041  
     2529.0      11.7985   84.4155844156       2534.0       4.7507  
     2544.0       9.4719   84.8484848485       2548.0       4.6919  
     2558.0       9.6677   85.2813852814       2563.0       4.6553  
     2572.0       9.3688   85.7142857143       2576.0       4.5232  
     2586.0       9.2301   86.1471861472       2590.0       4.6458  
     2600.0       9.9721   86.5800865801       2605.0        4.621  
     2614.0       9.3321   87.012987013       2619.0       4.5129  
     2628.0       9.3959   87.4458874459       2633.0       4.5735  
     2642.0       9.5038   87.8787878788       2647.0       4.5225  
     2656.0        9.402   88.3116883117       2661.0       4.4353  
     2670.0       9.4074   88.7445887446       2675.0       4.5182  
     2682.0        7.674   89.1774891775       2686.0       3.8222  
     2694.0       7.3634   89.6103896104       2697.0       3.8941  
     2706.0       8.8262   90.0432900433       2711.0       4.3011  
     2720.0       9.7361   90.4761904762       2725.0        4.394  
     2744.0      19.0703   90.9090909091       2748.0       4.4806  
     2757.0       8.8778   91.341991342       2761.0        3.866  
     2769.0       7.8819   91.7748917749       2773.0       3.9863  
     2781.0       7.8663   92.2077922078       2785.0       3.8721  
     2792.0        7.744   92.6406926407       2796.0       3.7704  
     2804.0       7.6607   93.0735930736       2808.0       3.7965  
     2815.0       7.6345   93.5064935065       2819.0       3.8321  
     2827.0       7.8094   93.9393939394       2831.0       4.0481  
     2897.0       66.097   94.3722943723       2901.0       3.7388  
     2958.0      56.9129   94.8051948052       2962.0       3.7355  
     3105.0     143.7523   95.2380952381       3227.0     121.8896  
     3385.0     157.2797   95.670995671       3389.0       3.9903  
     3509.0     120.0465   96.1038961039       3524.0      15.5846  
     3734.0     209.3801   96.5367965368       3796.0      61.7348  
     3970.0     174.6989   96.9696969697       3974.0       4.0123  
     4239.0     264.2783   97.4025974026       4243.0       4.0918  
     4524.0     280.6087   97.8354978355       4590.0      65.9409  
     4853.0     263.4142   98.2683982684       4961.0     107.7424  
     5251.0     290.0475   98.7012987013       5264.0      12.5681  
     5527.0     262.7254   99.1341991342       5560.0      33.8086  
     5782.0     220.9483   99.5670995671       5853.0      70.9583  
     5956.0     103.1531        100.0       5960.0       3.9591  
