Index;Spectrum No;Detector ID(s);R;Theta;Phi;Monitor
180;181;2201;4.021999835968;30.86000061035;-90;no
181;182;2202;4.021999835968;31.29000091553;-90;no
182;183;2203;4.021999835968;31.70999908447;-90;no
183;184;2204;4.021999835968;32.13999938965;-90;no
184;185;2205;4.021999835968;32.56999969482;-90;no
185;186;2206;4.021999835968;33;-90;no
186;187;2207;4.021999835968;33.43000030518;-90;no
187;188;2208;4.021999835968;33.86000061035;-90;no
188;189;2209;4.021999835968;34.29000091553;-90;no
189;190;2210;4.021999835968;34.70999908447;-90;no
190;191;2211;4.021999835968;35.13999938965;-90;no
191;192;2212;4.021999835968;35.56999969482;-90;no
192;193;2213;4.021999835968;36;-90;no
193;194;2214;4.021999835968;36.43000030518;-90;no
194;195;2215;4.021999835968;36.86000061035;-90;no
195;196;2216;4.021999835968;37.29000091553;-90;no
196;197;2217;4.021999835968;37.70999908447;-90;no
197;198;2218;4.021999835968;38.13999938965;-90;no
198;199;2219;4.021999835968;38.56999969482;-90;no
199;200;2220;4.021999835968;39;-90;no
200;201;2221;4.021999835968;39.43000030518;-90;no
201;202;2222;4.021999835968;39.86000061035;-90;no
202;203;2223;4.021999835968;40.29000091553;-90;no
203;204;2224;4.021999835968;40.70999908447;-90;no
204;205;2225;4.021999835968;41.13999938965;-90;no
205;206;2226;4.021999835968;41.56999969482;-90;no
206;207;2227;4.021999835968;42;-90;no
207;208;2228;4.021999835968;42.43000030518;-90;no
208;209;2229;4.021999835968;42.86000061035;-90;no
209;210;2230;4.021999835968;43.29000091553;-90;no
210;211;2231;4.021999835968;43.70999908447;-90;no
211;212;2232;4.021999835968;44.13999938965;-90;no
212;213;2301;4.021999835968;45.86000061035;-90;no
213;214;2302;4.021999835968;46.29000091553;-90;no
214;215;2303;4.021999835968;46.70999908447;-90;no
215;216;2304;4.021999835968;47.13999938965;-90;no
216;217;2305;4.021999835968;47.56999969482;-90;no
217;218;2306;4.021999835968;48;-90;no
218;219;2307;4.021999835968;48.43000030518;-90;no
219;220;2308;4.021999835968;48.86000061035;-90;no
220;221;2309;4.021999835968;49.29000091553;-90;no
221;222;2310;4.021999835968;49.70999908447;-90;no
222;223;2311;4.021999835968;50.13999938965;-90;no
223;224;2312;4.021999835968;50.56999969482;-90;no
224;225;2313;4.021999835968;51;-90;no
225;226;2314;4.021999835968;51.43000030518;-90;no
226;227;2315;4.021999835968;51.86000061035;-90;no
227;228;2316;4.021999835968;52.29000091553;-90;no
228;229;2317;4.021999835968;52.70999908447;-90;no
229;230;2318;4.021999835968;53.13999938965;-90;no
230;231;2319;4.021999835968;53.56999969482;-90;no
231;232;2320;4.021999835968;54;-90;no
232;233;2321;4.021999835968;54.43000030518;-90;no
233;234;2322;4.021999835968;54.86000061035;-90;no
234;235;2323;4.021999835968;55.29000091553;-90;no
235;236;2324;4.021999835968;55.70999908447;-90;no
236;237;2325;4.021999835968;56.13999938965;-90;no
237;238;2326;4.021999835968;56.56999969482;-90;no
238;239;2327;4.021999835968;57;-90;no
239;240;2328;4.021999835968;57.43000030518;-90;no
240;241;2329;4.021999835968;57.86000061035;-90;no
241;242;2330;4.021999835968;58.29000091553;-90;no
242;243;2331;4.021999835968;58.70999908447;-90;no
243;244;2332;4.021999835968;59.13999938965;-90;no
244;245;2401;4.021999835968;60.86000061035;-90;no
245;246;2402;4.021999835968;61.29000091553;-90;no
246;247;2403;4.021999835968;61.70999908447;-90;no
247;248;2404;4.021999835968;62.13999938965;-90;no
248;249;2405;4.021999835968;62.56999969482;-90;no
249;250;2406;4.021999835968;63;-90;no
250;251;2407;4.021999835968;63.43000030518;-90;no
251;252;2408;4.021999835968;63.86000061035;-90;no
252;253;2409;4.021999835968;64.29000091553;-90;no
253;254;2410;4.021999835968;64.70999908447;-90;no
254;255;2411;4.021999835968;65.13999938965;-90;no
255;256;2412;4.021999835968;65.56999969482;-90;no
256;257;2413;4.021999835968;66;-90;no
257;258;2414;4.021999835968;66.43000030518;-90;no
258;259;2415;4.021999835968;66.86000061035;-90;no
259;260;2416;4.021999835968;67.29000091553;-90;no
260;261;2417;4.021999835968;67.70999908447;-90;no
261;262;2418;4.021999835968;68.13999938965;-90;no
262;263;2419;4.021999835968;68.56999969482;-90;no
263;264;2420;4.021999835968;69;-90;no
264;265;2421;4.021999835968;69.43000030518;-90;no
265;266;2422;4.021999835968;69.86000061035;-90;no
266;267;2423;4.021999835968;70.29000091553;-90;no
267;268;2424;4.021999835968;70.70999908447;-90;no
268;269;2425;4.021999835968;71.13999938965;-90;no
269;270;2426;4.021999835968;71.56999969482;-90;no
270;271;2427;4.021999835968;72;-90;no
271;272;2428;4.021999835968;72.43000030518;-90;no
272;273;2429;4.021999835968;72.86000061035;-90;no
273;274;2430;4.021999835968;73.29000091553;-90;no
274;275;2431;4.021999835968;73.70999908447;-90;no
275;276;2432;4.021999835968;74.13999938965;-90;no
276;277;2501;4.021999835968;75.86000061035;-90;no
277;278;2502;4.021999835968;76.29000091553;-90;no
278;279;2503;4.021999835968;76.70999908447;-90;no
279;280;2504;4.021999835968;77.13999938965;-90;no
280;281;2505;4.021999835968;77.56999969482;-90;no
281;282;2506;4.021999835968;78;-90;no
282;283;2507;4.021999835968;78.43000030518;-90;no
283;284;2508;4.021999835968;78.86000061035;-90;no
284;285;2509;4.021999835968;79.29000091553;-90;no
285;286;2510;4.021999835968;79.70999908447;-90;no
286;287;2511;4.021999835968;80.13999938965;-90;no
287;288;2512;4.021999835968;80.56999969482;-90;no
288;289;2513;4.021999835968;81;-90;no
289;290;2514;4.021999835968;81.43000030518;-90;no
290;291;2515;4.021999835968;81.86000061035;-90;no
291;292;2516;4.021999835968;82.29000091553;-90;no
292;293;2517;4.021999835968;82.70999908447;-90;no
293;294;2518;4.021999835968;83.13999938965;-90;no
294;295;2519;4.021999835968;83.56999969482;-90;no
295;296;2520;4.021999835968;84;-90;no
296;297;2521;4.021999835968;84.43000030518;-90;no
297;298;2522;4.021999835968;84.86000061035;-90;no
298;299;2523;4.021999835968;85.29000091553;-90;no
299;300;2524;4.021999835968;85.70999908447;-90;no
300;301;2525;4.021999835968;86.13999938965;-90;no
301;302;2526;4.021999835968;86.56999969482;-90;no
302;303;2527;4.021999835968;87;-90;no
303;304;2528;4.021999835968;87.43000030518;-90;no
304;305;2529;4.021999835968;87.86000061035;-90;no
305;306;2530;4.021999835968;88.29000091553;-90;no
306;307;2531;4.021999835968;88.70999908447;-90;no
307;308;2532;4.021999835968;89.13999938965;-90;no
308;309;2601;4.021999835968;90.86000061035;-90;no
309;310;2602;4.021999835968;91.29000091553;-90;no
310;311;2603;4.021999835968;91.70999908447;-90;no
311;312;2604;4.021999835968;92.13999938965;-90;no
312;313;2605;4.021999835968;92.56999969482;-90;no
313;314;2606;4.021999835968;93;-90;no
314;315;2607;4.021999835968;93.43000030518;-90;no
315;316;2608;4.021999835968;93.86000061035;-90;no
316;317;2609;4.021999835968;94.29000091553;-90;no
317;318;2610;4.021999835968;94.70999908447;-90;no
318;319;2611;4.021999835968;95.13999938965;-90;no
319;320;2612;4.021999835968;95.56999969482;-90;no
320;321;2613;4.021999835968;96;-90;no
321;322;2614;4.021999835968;96.43000030518;-90;no
322;323;2615;4.021999835968;96.86000061035;-90;no
323;324;2616;4.021999835968;97.29000091553;-90;no
324;325;2617;4.021999835968;97.70999908447;-90;no
325;326;2618;4.021999835968;98.13999938965;-90;no
326;327;2619;4.021999835968;98.56999969482;-90;no
327;328;2620;4.021999835968;99;-90;no
328;329;2621;4.021999835968;99.43000030518;-90;no
329;330;2622;4.021999835968;99.86000061035;-90;no
330;331;2623;4.021999835968;100.2900009155;-90;no
331;332;2624;4.021999835968;100.7099990845;-90;no
332;333;2625;4.021999835968;101.1399993896;-90;no
333;334;2626;4.021999835968;101.5699996948;-90;no
334;335;2627;4.021999835968;102;-90;no
335;336;2628;4.021999835968;102.4300003052;-90;no
336;337;2629;4.021999835968;102.8600006104;-90;no
337;338;2630;4.021999835968;103.2900009155;-90;no
338;339;2631;4.021999835968;103.7099990845;-90;no
339;340;2632;4.021999835968;104.1399993896;-90;no
340;341;2701;4.021999835968;105.8600006104;-90;no
341;342;2702;4.021999835968;106.2900009155;-90;no
342;343;2703;4.021999835968;106.7099990845;-90;no
343;344;2704;4.021999835968;107.1399993896;-90;no
344;345;2705;4.021999835968;107.5699996948;-90;no
345;346;2706;4.021999835968;108;-90;no
346;347;2707;4.021999835968;108.4300003052;-90;no
347;348;2708;4.021999835968;108.8600006104;-90;no
348;349;2709;4.021999835968;109.2900009155;-90;no
349;350;2710;4.021999835968;109.7099990845;-90;no
350;351;2711;4.021999835968;110.1399993896;-90;no
351;352;2712;4.021999835968;110.5699996948;-90;no
352;353;2713;4.021999835968;111;-90;no
353;354;2714;4.021999835968;111.4300003052;-90;no
354;355;2715;4.021999835968;111.8600006104;-90;no
355;356;2716;4.021999835968;112.2900009155;-90;no
356;357;2717;4.021999835968;112.7099990845;-90;no
357;358;2718;4.021999835968;113.1399993896;-90;no
358;359;2719;4.021999835968;113.5699996948;-90;no
359;360;2720;4.021999835968;114;-90;no
360;361;2721;4.021999835968;114.4300003052;-90;no
361;362;2722;4.021999835968;114.8600006104;-90;no
362;363;2723;4.021999835968;115.2900009155;-90;no
363;364;2724;4.021999835968;115.7099990845;-90;no
364;365;2725;4.021999835968;116.1399993896;-90;no
365;366;2726;4.021999835968;116.5699996948;-90;no
366;367;2727;4.021999835968;117;-90;no
367;368;2728;4.021999835968;117.4300003052;-90;no
368;369;2729;4.021999835968;117.8600006104;-90;no
369;370;2730;4.021999835968;118.2900009155;-90;no
370;371;2731;4.021999835968;118.7099990845;-90;no
371;372;2732;4.021999835968;119.1399993896;-90;no
372;373;2801;4.021999835968;120.8600006104;-90;no
373;374;2802;4.021999835968;121.2900009155;-90;no
374;375;2803;4.021999835968;121.7099990845;-90;no
375;376;2804;4.021999835968;122.1399993896;-90;no
376;377;2805;4.021999835968;122.5699996948;-90;no
377;378;2806;4.021999835968;123;-90;no
378;379;2807;4.021999835968;123.4300003052;-90;no
379;380;2808;4.021999835968;123.8600006104;-90;no
380;381;2809;4.021999835968;124.2900009155;-90;no
381;382;2810;4.021999835968;124.7099990845;-90;no
382;383;2811;4.021999835968;125.1399993896;-90;no
383;384;2812;4.021999835968;125.5699996948;-90;no
384;385;2813;4.021999835968;126;-90;no
385;386;2814;4.021999835968;126.4300003052;-90;no
386;387;2815;4.021999835968;126.8600006104;-90;no
387;388;2816;4.021999835968;127.2900009155;-90;no
388;389;2817;4.021999835968;127.7099990845;-90;no
389;390;2818;4.021999835968;128.1399993896;-90;no
390;391;2819;4.021999835968;128.5700073242;-90;no
391;392;2820;4.021999835968;129;-90;no
392;393;2821;4.021999835968;129.4299926758;-90;no
393;394;2822;4.021999835968;129.8600006104;-90;no
394;395;2823;4.021999835968;130.2899932861;-90;no
395;396;2824;4.021999835968;130.7100067139;-90;no
396;397;2825;4.021999835968;131.1399993896;-90;no
397;398;2826;4.021999835968;131.5700073242;-90;no
398;399;2827;4.021999835968;132;-90;no
399;400;2828;4.021999835968;132.4299926758;-90;no
400;401;2829;4.021999835968;132.8600006104;-90;no
401;402;2830;4.021999835968;133.2899932861;-90;no
402;403;2831;4.021999835968;133.7100067139;-90;no
403;404;2832;4.021999835968;134.1399993896;-90;no
404;405;1101;4.021999835968;13.71000003815;-68.64;no
405;406;1102;4.021999835968;14.14000034332;-69.3;no
406;407;1103;4.021999835968;14.56999969482;-69.92;no
407;408;1104;4.021999835968;15;-70.51;no
408;409;1105;4.021999835968;15.43000030518;-71.06;no
409;410;1106;4.021999835968;15.85999965668;-71.57;no
410;411;1107;4.021999835968;16.29000091553;-72.06;no
411;412;1108;4.021999835968;16.70999908447;-72.52;no
412;413;1109;4.021999835968;17.13999938965;-72.96;no
413;414;1110;4.021999835968;17.56999969482;-73.38;no
414;415;1111;4.021999835968;18;-73.77;no
415;416;1112;4.021999835968;18.43000030518;-74.14;no
416;417;1113;4.021999835968;18.86000061035;-74.5;no
417;418;1114;4.021999835968;19.29000091553;-74.84;no
418;419;1115;4.021999835968;19.70999908447;-75.17;no
419;420;1116;4.021999835968;20.13999938965;-75.47;no
420;421;1117;4.021999835968;20.56999969482;-75.77;no
421;422;1118;4.021999835968;21;-76.05;no
422;423;1119;4.021999835968;21.43000030518;-76.33;no
423;424;1120;4.021999835968;21.86000061035;-76.59;no
424;425;1121;4.021999835968;22.29000091553;-76.84;no
425;426;1122;4.021999835968;22.70999908447;-77.08;no
426;427;1123;4.021999835968;23.13999938965;-77.31;no
427;428;1124;4.021999835968;23.56999969482;-77.53;no
428;429;1125;4.021999835968;24;-77.74;no
429;430;1126;4.021999835968;24.43000030518;-77.95;no
430;431;1127;4.021999835968;24.86000061035;-78.14;no
431;432;1128;4.021999835968;25.29000091553;-78.33;no
432;433;1129;4.021999835968;25.70999908447;-78.52;no
433;434;1130;4.021999835968;26.13999938965;-78.7;no
434;435;1131;4.021999835968;26.56999969482;-78.87;no
435;436;1132;4.021999835968;27;-79.03;no
436;437;1133;4.021999835968;27.43000030518;-79.19;no
437;438;1134;4.021999835968;27.86000061035;-79.35;no
438;439;1135;4.021999835968;28.29000091553;-79.5;no
439;440;1136;4.021999835968;28.70999908447;-79.64;no
440;441;1137;4.021999835968;29.13999938965;-79.78;no
441;442;1201;4.021999835968;31.70999908447;-80.54;no
442;443;1202;4.021999835968;32.13999938965;-80.66;no
443;444;1203;4.021999835968;32.56999969482;-80.77;no
444;445;1204;4.021999835968;33;-80.88;no
445;446;1205;4.021999835968;33.43000030518;-80.98;no
446;447;1206;4.021999835968;33.86000061035;-81.08;no
447;448;1207;4.021999835968;34.29000091553;-81.18;no
448;449;1208;4.021999835968;34.70999908447;-81.28;no
449;450;1209;4.021999835968;35.13999938965;-81.37;no
450;451;1210;4.021999835968;35.56999969482;-81.46;no
451;452;1211;4.021999835968;36;-81.55;no
452;453;1212;4.021999835968;36.43000030518;-81.64;no
453;454;1213;4.021999835968;36.86000061035;-81.72;no
454;455;1214;4.021999835968;37.29000091553;-81.8;no
455;456;1215;4.021999835968;37.70999908447;-81.88;no
456;457;1216;4.021999835968;38.13999938965;-81.96;no
457;458;1217;4.021999835968;38.56999969482;-82.04;no
458;459;1218;4.021999835968;39;-82.11;no
459;460;1219;4.021999835968;39.43000030518;-82.18;no
460;461;1220;4.021999835968;39.86000061035;-82.26;no
461;462;1221;4.021999835968;40.29000091553;-82.32;no
462;463;1222;4.021999835968;40.70999908447;-82.39;no
463;464;1223;4.021999835968;41.13999938965;-82.46;no
464;465;1224;4.021999835968;41.56999969482;-82.52;no
465;466;1225;4.021999835968;42;-82.58;no
466;467;1226;4.021999835968;42.43000030518;-82.65;no
467;468;1227;4.021999835968;42.86000061035;-82.71;no
468;469;1228;4.021999835968;43.29000091553;-82.76;no
469;470;1229;4.021999835968;43.70999908447;-82.82;no
470;471;1230;4.021999835968;44.13999938965;-82.88;no
471;472;1301;4.021999835968;45.86000061035;-83.09;no
472;473;1302;4.021999835968;46.29000091553;-83.14;no
473;474;1303;4.021999835968;46.70999908447;-83.19;no
474;475;1304;4.021999835968;47.13999938965;-83.23;no
475;476;1305;4.021999835968;47.56999969482;-83.28;no
476;477;1306;4.021999835968;48;-83.33;no
477;478;1307;4.021999835968;48.43000030518;-83.37;no
478;479;1308;4.021999835968;48.86000061035;-83.41;no
479;480;1309;4.021999835968;49.29000091553;-83.46;no
480;481;1310;4.021999835968;49.70999908447;-83.5;no
481;482;1311;4.021999835968;50.13999938965;-83.54;no
482;483;1312;4.021999835968;50.56999969482;-83.58;no
483;484;1313;4.021999835968;51;-83.62;no
484;485;1314;4.021999835968;51.43000030518;-83.66;no
485;486;1315;4.021999835968;51.86000061035;-83.7;no
486;487;1316;4.021999835968;52.29000091553;-83.73;no
487;488;1317;4.021999835968;52.70999908447;-83.77;no
488;489;1318;4.021999835968;53.13999938965;-83.8;no
489;490;1319;4.021999835968;53.56999969482;-83.84;no
490;491;1320;4.021999835968;54;-83.87;no
491;492;1321;4.021999835968;54.43000030518;-83.9;no
492;493;1322;4.021999835968;54.86000061035;-83.94;no
493;494;1323;4.021999835968;55.29000091553;-83.97;no
494;495;1324;4.021999835968;55.70999908447;-84;no
495;496;1325;4.021999835968;56.13999938965;-84.03;no
496;497;1326;4.021999835968;56.56999969482;-84.06;no
497;498;1327;4.021999835968;57;-84.09;no
498;499;1328;4.021999835968;57.43000030518;-84.12;no
499;500;1329;4.021999835968;57.86000061035;-84.15;no
500;501;1330;4.021999835968;58.29000091553;-84.17;no
501;502;1331;4.021999835968;58.70999908447;-84.2;no
502;503;1332;4.021999835968;59.13999938965;-84.23;no
503;504;1401;4.021999835968;60.86000061035;-84.33;no
504;505;1402;4.021999835968;61.29000091553;-84.35;no
505;506;1403;4.021999835968;61.70999908447;-84.37;no
506;507;1404;4.021999835968;62.13999938965;-84.39;no
507;508;1405;4.021999835968;62.56999969482;-84.42;no
508;509;1406;4.021999835968;63;-84.44;no
509;510;1407;4.021999835968;63.43000030518;-84.46;no
510;511;1408;4.021999835968;63.86000061035;-84.48;no
511;512;1409;4.021999835968;64.29000091553;-84.5;no
512;513;1410;4.021999835968;64.70999908447;-84.52;no
513;514;1411;4.021999835968;65.13999938965;-84.54;no
514;515;1412;4.021999835968;65.56999969482;-84.56;no
515;516;1413;4.021999835968;66;-84.58;no
516;517;1414;4.021999835968;66.43000030518;-84.59;no
517;518;1415;4.021999835968;66.86000061035;-84.61;no
518;519;1416;4.021999835968;67.29000091553;-84.63;no
519;520;1417;4.021999835968;67.70999908447;-84.64;no
520;521;1418;4.021999835968;68.13999938965;-84.66;no
521;522;1419;4.021999835968;68.56999969482;-84.68;no
522;523;1420;4.021999835968;69;-84.69;no
523;524;1421;4.021999835968;69.43000030518;-84.71;no
524;525;1422;4.021999835968;69.86000061035;-84.72;no
525;526;1423;4.021999835968;70.29000091553;-84.74;no
526;527;1424;4.021999835968;70.70999908447;-84.75;no
527;528;1425;4.021999835968;71.13999938965;-84.76;no
528;529;1426;4.021999835968;71.56999969482;-84.78;no
529;530;1427;4.021999835968;72;-84.79;no
530;531;1428;4.021999835968;72.43000030518;-84.8;no
531;532;1429;4.021999835968;72.86000061035;-84.81;no
532;533;1430;4.021999835968;73.29000091553;-84.83;no
533;534;1431;4.021999835968;73.70999908447;-84.84;no
534;535;1432;4.021999835968;74.13999938965;-84.85;no
535;536;1501;4.021999835968;75.86000061035;-84.89;no
536;537;1502;4.021999835968;76.29000091553;-84.9;no
537;538;1503;4.021999835968;76.70999908447;-84.91;no
538;539;1504;4.021999835968;77.13999938965;-84.92;no
539;540;1505;4.021999835968;77.56999969482;-84.93;no
540;541;1506;4.021999835968;78;-84.93;no
541;542;1507;4.021999835968;78.43000030518;-84.94;no
