9.5,0.5,0.0,0.0
9.5,1.5,0.0,0.0
9.5,2.5,0.0,0.0
9.5,3.5,0.0,0.0
9.5,4.5,0.0,0.0
9.5,5.5,4.13523,2.38748
9.5,6.5,12.4057,4.13523
9.5,7.5,56.5149,8.82614
9.5,8.5,115.787,12.6333
9.5,9.5,198.491,16.5409
9.5,10.5,294.98,20.1644
9.5,11.5,501.742,26.2984
9.5,12.5,574.797,28.148
9.5,13.5,730.558,31.7334
9.5,14.5,1013.13,37.3699
9.5,15.5,1301.22,42.3511
9.5,16.5,1472.14,45.0468
9.5,17.5,1780.91,49.5462
9.5,18.5,2045.56,53.1001
9.5,19.5,2326.76,56.6324
9.5,20.5,2579.01,59.6233
9.5,21.5,2916.72,63.4069
9.5,22.5,3327.48,67.7247
9.5,23.5,3650.03,70.9313
9.5,24.5,3896.77,73.2895
9.5,25.5,4035.99,74.5872
9.5,26.5,4460.54,78.4121
9.5,27.5,4758.28,80.9868
9.5,28.5,5094.61,83.8001
9.5,29.5,5390.97,86.2031
9.5,30.5,5530.19,87.309
9.5,31.5,5575.67,87.6674
9.5,32.5,5716.27,88.7658
9.5,33.5,5541.21,87.396
9.5,34.5,5706.62,88.6909
9.5,35.5,5710.76,88.723
9.5,36.5,5414.4,86.3902
9.5,37.5,5594.97,87.819
9.5,38.5,5197.99,84.6461
9.5,39.5,5169.04,84.4101
9.5,40.5,4976.06,82.8195
9.5,41.5,4817.55,81.4896
9.5,42.5,4703.14,80.5162
9.5,43.5,4526.7,78.9915
9.5,44.5,4573.57,79.3994
9.5,45.5,4052.53,74.7399
9.5,46.5,4038.74,74.6127
9.5,47.5,3831.98,72.6777
9.5,48.5,3785.12,72.2319
9.5,49.5,3712.06,71.5314
9.5,50.5,3384.0,68.2975
9.5,51.5,3468.08,69.1408
9.5,52.5,3290.27,67.3449
9.5,53.5,3013.21,64.4472
9.5,54.5,3062.83,64.9757
9.5,55.5,2898.8,63.2118
9.5,56.5,2715.47,61.1803
9.5,57.5,2799.55,62.1203
9.5,58.5,2453.57,58.1552
9.5,59.5,2414.98,57.696
9.5,60.5,2348.81,56.9002
9.5,61.5,2137.92,54.2856
9.5,62.5,1984.91,52.307
9.5,63.5,1973.88,52.1615
9.5,64.5,2059.35,53.2788
9.5,65.5,1727.15,48.7926
9.5,66.5,1802.96,49.852
9.5,67.5,1720.26,48.6952
9.5,68.5,1608.61,47.0884
9.5,69.5,1510.74,45.6335
9.5,70.5,1541.06,46.0893
9.5,71.5,1496.95,45.4249
9.5,72.5,1206.11,40.774
9.5,73.5,1255.73,41.6043
9.5,74.5,1195.08,40.5871
9.5,75.5,1152.35,39.8549
9.5,76.5,1024.16,37.5728
9.5,77.5,1051.73,38.0751
9.5,78.5,1025.54,37.598
9.5,79.5,1024.16,37.5728
9.5,80.5,912.508,35.4656
9.5,81.5,836.696,33.9604
9.5,82.5,918.022,35.5726
9.5,83.5,869.777,34.6253
9.5,84.5,744.342,32.0314
9.5,85.5,740.207,31.9423
9.5,86.5,752.612,32.2088
9.5,87.5,694.719,30.9453
9.5,88.5,661.637,30.1995
9.5,89.5,607.879,28.9466
9.5,90.5,599.609,28.749
9.5,91.5,634.069,29.5636
9.5,92.5,584.446,28.3832
9.5,93.5,511.391,26.5501
9.5,94.5,537.58,27.2214
9.5,95.5,544.472,27.3954
9.5,96.5,511.391,26.5501
9.5,97.5,514.147,26.6215
9.5,98.5,368.036,22.5234
9.5,99.5,430.064,24.3476
9.5,100.5,435.578,24.5032
9.5,101.5,410.767,23.7951
9.5,102.5,423.172,24.1517
9.5,103.5,358.387,22.2262
9.5,104.5,333.575,21.443
9.5,105.5,323.927,21.1306
9.5,106.5,330.819,21.3543
9.5,107.5,328.062,21.2651
9.5,108.5,328.062,21.2651
9.5,109.5,282.574,19.7358
9.5,110.5,275.682,19.4937
9.5,111.5,249.492,18.5446
9.5,112.5,278.439,19.5909
9.5,113.5,261.898,19.0001
9.5,114.5,290.845,20.0226
9.5,115.5,212.275,17.1056
9.5,116.5,221.924,17.4901
9.5,117.5,232.951,17.9193
9.5,118.5,238.465,18.1302
9.5,119.5,235.708,18.0251
9.5,120.5,202.626,16.7123
9.5,121.5,190.221,16.1927
9.5,122.5,168.166,15.225
9.5,123.5,159.896,14.8459
9.5,124.5,206.762,16.882
9.5,125.5,186.086,16.0157
9.5,126.5,168.166,15.225
9.5,127.5,164.031,15.0367
9.5,128.5,135.084,13.6456
9.5,129.5,154.382,14.5877
9.5,130.5,143.355,14.0571
9.5,131.5,124.057,13.0768
9.5,132.5,119.922,12.857
9.5,133.5,140.598,13.9213
9.5,134.5,113.03,12.482
9.5,135.5,103.381,11.9374
9.5,136.5,125.435,13.1492
9.5,137.5,139.22,13.8529
9.5,138.5,113.03,12.482
9.5,139.5,114.408,12.5579
9.5,140.5,104.759,12.0167
9.5,141.5,95.1104,11.4499
9.5,142.5,88.2183,11.0273
9.5,143.5,106.138,12.0955
9.5,144.5,77.191,10.3151
9.5,145.5,88.2183,11.0273
9.5,146.5,88.2183,11.0273
9.5,147.5,92.3535,11.2828
9.5,148.5,106.138,12.0955
9.5,149.5,66.1637,9.54991
10.5,0.5,0.0,0.0
10.5,1.5,0.0,0.0
10.5,2.5,0.0,0.0
10.5,3.5,0.0,0.0
10.5,4.5,0.0,0.0
10.5,5.5,0.0,0.0
10.5,6.5,0.0,0.0
10.5,7.5,0.0,0.0
10.5,8.5,0.0,0.0
10.5,9.5,0.0,0.0
10.5,10.5,0.0,0.0
10.5,11.5,0.0,0.0
10.5,12.5,0.0,0.0
10.5,13.5,0.0,0.0
10.5,14.5,0.0,0.0
10.5,15.5,0.0,0.0
10.5,16.5,0.0,0.0
10.5,17.5,0.0,0.0
10.5,18.5,0.0,0.0
10.5,19.5,0.0,0.0
10.5,20.5,0.0,0.0
10.5,21.5,0.0,0.0
10.5,22.5,0.0,0.0
10.5,23.5,0.0,0.0
10.5,24.5,0.0,0.0
10.5,25.5,0.0,0.0
10.5,26.5,0.0,0.0
10.5,27.5,0.0,0.0
10.5,28.5,0.0,0.0
10.5,29.5,0.0,0.0
10.5,30.5,0.0,0.0
10.5,31.5,0.0,0.0
10.5,32.5,0.0,0.0
10.5,33.5,0.0,0.0
10.5,34.5,0.0,0.0
10.5,35.5,0.0,0.0
10.5,36.5,0.0,0.0
10.5,37.5,0.0,0.0
10.5,38.5,0.0,0.0
10.5,39.5,0.0,0.0
10.5,40.5,0.0,0.0
10.5,41.5,0.0,0.0
10.5,42.5,0.0,0.0
10.5,43.5,0.0,0.0
10.5,44.5,0.0,0.0
10.5,45.5,0.0,0.0
10.5,46.5,0.0,0.0
10.5,47.5,0.0,0.0
10.5,48.5,0.0,0.0
10.5,49.5,0.0,0.0
10.5,50.5,0.0,0.0
10.5,51.5,0.0,0.0
10.5,52.5,0.0,0.0
10.5,53.5,0.0,0.0
10.5,54.5,0.0,0.0
10.5,55.5,0.0,0.0
10.5,56.5,0.0,0.0
10.5,57.5,0.0,0.0
10.5,58.5,0.0,0.0
10.5,59.5,0.0,0.0
10.5,60.5,0.0,0.0
10.5,61.5,0.0,0.0
10.5,62.5,0.0,0.0
10.5,63.5,0.0,0.0
10.5,64.5,0.0,0.0
10.5,65.5,0.0,0.0
10.5,66.5,0.0,0.0
10.5,67.5,0.0,0.0
10.5,68.5,0.0,0.0
10.5,69.5,0.0,0.0
10.5,70.5,0.0,0.0
10.5,71.5,0.0,0.0
10.5,72.5,0.0,0.0
